Y,X,time,lat,lon,RR
4429500.0,5000500.0,2018-10-24,62.392517,23.1715,0.0
4429500.0,5001500.0,2018-10-24,62.39084,23.190426,0.0
4429500.0,5002500.0,2018-10-24,62.389156,23.209349,0.0
4429500.0,5003500.0,2018-10-24,62.38747,23.22827,0.0
4429500.0,5004500.0,2018-10-24,62.385784,23.24719,0.0
4429500.0,5005500.0,2018-10-24,62.384098,23.266108,0.0
4429500.0,5006500.0,2018-10-24,62.382404,23.285025,0.0
4429500.0,5007500.0,2018-10-24,62.38071,23.303938,0.0
4429500.0,5008500.0,2018-10-24,62.379017,23.32285,0.0
4429500.0,5009500.0,2018-10-24,62.37732,23.34176,0.0
4429500.0,5010500.0,2018-10-24,62.375618,23.360668,0.0
4429500.0,5011500.0,2018-10-24,62.373913,23.379574,0.0
4429500.0,5012500.0,2018-10-24,62.372208,23.398478,0.0
4429500.0,5013500.0,2018-10-24,62.370502,23.41738,0.0
4429500.0,5014500.0,2018-10-24,62.36879,23.43628,0.0
4429500.0,5015500.0,2018-10-24,62.367077,23.455177,0.0
4429500.0,5016500.0,2018-10-24,62.365364,23.474073,4.5
4429500.0,5017500.0,2018-10-24,62.363647,23.492968,4.3
4429500.0,5018500.0,2018-10-24,62.361927,23.51186,4.2
4429500.0,5019500.0,2018-10-24,62.360203,23.53075,4.1
4428500.0,5000500.0,2018-10-24,62.383694,23.167662,0.0
4428500.0,5001500.0,2018-10-24,62.382015,23.18658,0.0
4428500.0,5002500.0,2018-10-24,62.380333,23.2055,0.0
4428500.0,5003500.0,2018-10-24,62.37865,23.224417,0.0
4428500.0,5004500.0,2018-10-24,62.376965,23.243332,0.0
4428500.0,5005500.0,2018-10-24,62.375275,23.262243,0.0
4428500.0,5006500.0,2018-10-24,62.373585,23.281155,0.0
4428500.0,5007500.0,2018-10-24,62.37189,23.300062,0.0
4428500.0,5008500.0,2018-10-24,62.370193,23.31897,0.0
4428500.0,5009500.0,2018-10-24,62.3685,23.337875,0.0
4428500.0,5010500.0,2018-10-24,62.3668,23.356777,0.0
4428500.0,5011500.0,2018-10-24,62.365093,23.375677,0.0
4428500.0,5012500.0,2018-10-24,62.36339,23.394577,0.0
4428500.0,5013500.0,2018-10-24,62.361683,23.413473,0.0
4428500.0,5014500.0,2018-10-24,62.359974,23.43237,0.0
4428500.0,5015500.0,2018-10-24,62.35826,23.451262,0.0
4428500.0,5016500.0,2018-10-24,62.35655,23.470154,4.6
4428500.0,5017500.0,2018-10-24,62.35483,23.489042,4.5
4428500.0,5018500.0,2018-10-24,62.35311,23.507929,4.4
4428500.0,5019500.0,2018-10-24,62.35139,23.526814,4.2
4427500.0,5000500.0,2018-10-24,62.374866,23.163824,0.0
4427500.0,5001500.0,2018-10-24,62.373188,23.18274,0.0
4427500.0,5002500.0,2018-10-24,62.37151,23.201654,0.0
4427500.0,5003500.0,2018-10-24,62.369823,23.220566,0.0
4427500.0,5004500.0,2018-10-24,62.36814,23.239475,0.0
4427500.0,5005500.0,2018-10-24,62.36645,23.258383,0.0
4427500.0,5006500.0,2018-10-24,62.36476,23.277288,0.0
4427500.0,5007500.0,2018-10-24,62.363068,23.29619,0.0
4427500.0,5008500.0,2018-10-24,62.361374,23.315092,0.0
4427500.0,5009500.0,2018-10-24,62.359676,23.333992,0.0
4427500.0,5010500.0,2018-10-24,62.35798,23.35289,0.0
4427500.0,5011500.0,2018-10-24,62.356277,23.371786,0.0
4427500.0,5012500.0,2018-10-24,62.354572,23.390678,0.0
4427500.0,5013500.0,2018-10-24,62.352863,23.40957,0.0
4427500.0,5014500.0,2018-10-24,62.351154,23.428461,0.0
4427500.0,5015500.0,2018-10-24,62.349445,23.44735,0.0
4427500.0,5016500.0,2018-10-24,62.34773,23.466234,4.7
4427500.0,5017500.0,2018-10-24,62.346012,23.485119,4.6
4427500.0,5018500.0,2018-10-24,62.344296,23.504,4.5
4427500.0,5019500.0,2018-10-24,62.342575,23.52288,4.3
4426500.0,5000500.0,2018-10-24,62.366043,23.159992,0.0
4426500.0,5001500.0,2018-10-24,62.364365,23.178902,0.0
4426500.0,5002500.0,2018-10-24,62.362682,23.19781,0.0
4426500.0,5003500.0,2018-10-24,62.361004,23.216717,0.0
4426500.0,5004500.0,2018-10-24,62.359318,23.23562,0.0
4426500.0,5005500.0,2018-10-24,62.35763,23.254522,0.0
4426500.0,5006500.0,2018-10-24,62.35594,23.273422,0.0
4426500.0,5007500.0,2018-10-24,62.354248,23.292322,0.0
4426500.0,5008500.0,2018-10-24,62.352554,23.311218,0.0
4426500.0,5009500.0,2018-10-24,62.350857,23.330112,0.0
4426500.0,5010500.0,2018-10-24,62.34916,23.349005,0.0
4426500.0,5011500.0,2018-10-24,62.347458,23.367895,0.0
4426500.0,5012500.0,2018-10-24,62.345753,23.386784,0.0
4426500.0,5013500.0,2018-10-24,62.344048,23.40567,0.0
4426500.0,5014500.0,2018-10-24,62.34234,23.424555,0.0
4426500.0,5015500.0,2018-10-24,62.340626,23.443438,4.9
4426500.0,5016500.0,2018-10-24,62.338913,23.462318,4.8
4426500.0,5017500.0,2018-10-24,62.337196,23.481197,4.7
