Y,X,time,lat,lon,RR
4429500.0,5000500.0,2018-11-23,62.392517,23.1715,0.0
4429500.0,5001500.0,2018-11-23,62.39084,23.190426,0.0
4429500.0,5002500.0,2018-11-23,62.389156,23.209349,0.0
4429500.0,5003500.0,2018-11-23,62.38747,23.22827,0.0
4429500.0,5004500.0,2018-11-23,62.385784,23.24719,0.0
4429500.0,5005500.0,2018-11-23,62.384098,23.266108,0.0
4429500.0,5006500.0,2018-11-23,62.382404,23.285025,0.0
4429500.0,5007500.0,2018-11-23,62.38071,23.303938,0.0
4429500.0,5008500.0,2018-11-23,62.379017,23.32285,0.0
4429500.0,5009500.0,2018-11-23,62.37732,23.34176,0.0
4429500.0,5010500.0,2018-11-23,62.375618,23.360668,0.0
4429500.0,5011500.0,2018-11-23,62.373913,23.379574,0.0
4429500.0,5012500.0,2018-11-23,62.372208,23.398478,0.0
4429500.0,5013500.0,2018-11-23,62.370502,23.41738,0.0
4429500.0,5014500.0,2018-11-23,62.36879,23.43628,0.0
4429500.0,5015500.0,2018-11-23,62.367077,23.455177,0.0
4429500.0,5016500.0,2018-11-23,62.365364,23.474073,0.0
4429500.0,5017500.0,2018-11-23,62.363647,23.492968,0.0
4429500.0,5018500.0,2018-11-23,62.361927,23.51186,0.0
4429500.0,5019500.0,2018-11-23,62.360203,23.53075,0.0
4428500.0,5000500.0,2018-11-23,62.383694,23.167662,0.0
4428500.0,5001500.0,2018-11-23,62.382015,23.18658,0.0
4428500.0,5002500.0,2018-11-23,62.380333,23.2055,0.0
4428500.0,5003500.0,2018-11-23,62.37865,23.224417,0.0
4428500.0,5004500.0,2018-11-23,62.376965,23.243332,0.0
4428500.0,5005500.0,2018-11-23,62.375275,23.262243,0.0
4428500.0,5006500.0,2018-11-23,62.373585,23.281155,0.0
4428500.0,5007500.0,2018-11-23,62.37189,23.300062,0.0
4428500.0,5008500.0,2018-11-23,62.370193,23.31897,0.0
4428500.0,5009500.0,2018-11-23,62.3685,23.337875,0.0
4428500.0,5010500.0,2018-11-23,62.3668,23.356777,0.0
4428500.0,5011500.0,2018-11-23,62.365093,23.375677,0.0
4428500.0,5012500.0,2018-11-23,62.36339,23.394577,0.0
4428500.0,5013500.0,2018-11-23,62.361683,23.413473,0.0
4428500.0,5014500.0,2018-11-23,62.359974,23.43237,0.0
4428500.0,5015500.0,2018-11-23,62.35826,23.451262,0.0
4428500.0,5016500.0,2018-11-23,62.35655,23.470154,0.0
4428500.0,5017500.0,2018-11-23,62.35483,23.489042,0.0
4428500.0,5018500.0,2018-11-23,62.35311,23.507929,0.0
4428500.0,5019500.0,2018-11-23,62.35139,23.526814,0.0
