Y,X,time,lat,lon,RR
4429500.0,5000500.0,2018-10-22,62.392517,23.1715,4.1
4429500.0,5001500.0,2018-10-22,62.39084,23.190426,4.0
4429500.0,5002500.0,2018-10-22,62.389156,23.209349,3.9
4429500.0,5003500.0,2018-10-22,62.38747,23.22827,3.8
4429500.0,5004500.0,2018-10-22,62.385784,23.24719,3.6
4429500.0,5005500.0,2018-10-22,62.384098,23.266108,3.5
4429500.0,5006500.0,2018-10-22,62.382404,23.285025,3.4
4429500.0,5007500.0,2018-10-22,62.38071,23.303938,3.3
4429500.0,5008500.0,2018-10-22,62.379017,23.32285,3.2
4429500.0,5009500.0,2018-10-22,62.37732,23.34176,3.1
4429500.0,5010500.0,2018-10-22,62.375618,23.360668,3.3
4429500.0,5011500.0,2018-10-22,62.373913,23.379574,3.3
4429500.0,5012500.0,2018-10-22,62.372208,23.398478,3.3
4429500.0,5013500.0,2018-10-22,62.370502,23.41738,3.3
4429500.0,5014500.0,2018-10-22,62.36879,23.43628,3.4
4429500.0,5015500.0,2018-10-22,62.367077,23.455177,3.4
4429500.0,5016500.0,2018-10-22,62.365364,23.474073,3.4
4429500.0,5017500.0,2018-10-22,62.363647,23.492968,3.3
4429500.0,5018500.0,2018-10-22,62.361927,23.51186,3.3
4429500.0,5019500.0,2018-10-22,62.360203,23.53075,3.3
4428500.0,5000500.0,2018-10-22,62.383694,23.167662,4.1
4428500.0,5001500.0,2018-10-22,62.382015,23.18658,4.0
4428500.0,5002500.0,2018-10-22,62.380333,23.2055,3.9
4428500.0,5003500.0,2018-10-22,62.37865,23.224417,3.8
4428500.0,5004500.0,2018-10-22,62.376965,23.243332,3.6
4428500.0,5005500.0,2018-10-22,62.375275,23.262243,3.5
4428500.0,5006500.0,2018-10-22,62.373585,23.281155,3.4
4428500.0,5007500.0,2018-10-22,62.37189,23.300062,3.3
4428500.0,5008500.0,2018-10-22,62.370193,23.31897,3.2
4428500.0,5009500.0,2018-10-22,62.3685,23.337875,3.3
4428500.0,5010500.0,2018-10-22,62.3668,23.356777,3.3
4428500.0,5011500.0,2018-10-22,62.365093,23.375677,3.3
4428500.0,5012500.0,2018-10-22,62.36339,23.394577,3.3
4428500.0,5013500.0,2018-10-22,62.361683,23.413473,3.3
4428500.0,5014500.0,2018-10-22,62.359974,23.43237,3.3
4428500.0,5015500.0,2018-10-22,62.35826,23.451262,3.4
4428500.0,5016500.0,2018-10-22,62.35655,23.470154,3.4
4428500.0,5017500.0,2018-10-22,62.35483,23.489042,3.4
4428500.0,5018500.0,2018-10-22,62.35311,23.507929,3.4
4428500.0,5019500.0,2018-10-22,62.35139,23.526814,3.3
4427500.0,5000500.0,2018-10-22,62.374866,23.163824,4.1
4427500.0,5001500.0,2018-10-22,62.373188,23.18274,4.0
4427500.0,5002500.0,2018-10-22,62.37151,23.201654,3.9
4427500.0,5003500.0,2018-10-22,62.369823,23.220566,3.8
4427500.0,5004500.0,2018-10-22,62.36814,23.239475,3.6
4427500.0,5005500.0,2018-10-22,62.36645,23.258383,3.5
4427500.0,5006500.0,2018-10-22,62.36476,23.277288,3.4
4427500.0,5007500.0,2018-10-22,62.363068,23.29619,3.3
4427500.0,5008500.0,2018-10-22,62.361374,23.315092,3.3
4427500.0,5009500.0,2018-10-22,62.359676,23.333992,3.3
4427500.0,5010500.0,2018-10-22,62.35798,23.35289,3.3
4427500.0,5011500.0,2018-10-22,62.356277,23.371786,3.3
4427500.0,5012500.0,2018-10-22,62.354572,23.390678,3.3
4427500.0,5013500.0,2018-10-22,62.352863,23.40957,3.3
4427500.0,5014500.0,2018-10-22,62.351154,23.428461,3.3
4427500.0,5015500.0,2018-10-22,62.349445,23.44735,3.4
4427500.0,5016500.0,2018-10-22,62.34773,23.466234,3.4
4427500.0,5017500.0,2018-10-22,62.346012,23.485119,3.4
4427500.0,5018500.0,2018-10-22,62.344296,23.504,3.3
4427500.0,5019500.0,2018-10-22,62.342575,23.52288,3.3
4426500.0,5000500.0,2018-10-22,62.366043,23.159992,4.1
4426500.0,5001500.0,2018-10-22,62.364365,23.178902,4.0
4426500.0,5002500.0,2018-10-22,62.362682,23.19781,3.9
4426500.0,5003500.0,2018-10-22,62.361004,23.216717,3.8
4426500.0,5004500.0,2018-10-22,62.359318,23.23562,3.6
4426500.0,5005500.0,2018-10-22,62.35763,23.254522,3.5
